GTD ID,DATE,REGION,COUNTRY,CITY,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED
200306170001,6/17/03,Middle East & North Africa,Israel,Kefar Sava,Unknown,Armed Assault,Firearms,Private Citizens & Property,1,2
200306110002,6/11/03,Middle East & North Africa,Israel,Jerusalem,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,"Transportation,Transportation",17,75
200306080001,6/8/03,Middle East & North Africa,Israel,Erez,"Al-Fatah,Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Armed Assault,Firearms,Military,7,4
200305300004,5/30/03,Middle East & North Africa,West Bank and Gaza Strip,Unknown,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
200305270004,5/27/03,Middle East & North Africa,Israel,Sderot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200305190007,5/19/03,Middle East & North Africa,West Bank and Gaza Strip,Kfar Darom,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,3
200305190004,5/19/03,Middle East & North Africa,Israel,Afula,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Business,4,30
200305180002,5/18/03,Middle East & North Africa,Israel,Dahiat al Barid,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Police,1,0
200305180001,5/18/03,Middle East & North Africa,Israel,Jerusalem,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,8,20
200305170004,5/17/03,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,0
200305140001,5/14/03,Middle East & North Africa,Israel,Sderot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200305130001,5/13/03,Middle East & North Africa,West Bank and Gaza Strip,Gush Qatif,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,10
200305090002,5/9/03,Middle East & North Africa,Israel,Sderot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
200305080004,5/8/03,Middle East & North Africa,West Bank and Gaza Strip,Kfar Darom,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
200304300001,4/30/03,Middle East & North Africa,Israel,Tel Aviv,"Al-Aqsa Martyrs Brigade (suspected),Hamas (Islamic Resistance Movement) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Business,4,Unknown
200304240001,4/24/03,Middle East & North Africa,Israel,Kefar Sava,Al-Aqsa Martyrs Brigade (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,2,9
200304200001,4/20/03,Middle East & North Africa,Israel,Sederot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
200304150002,4/15/03,Middle East & North Africa,Israel,Karni Crossing,Hamas (Islamic Resistance Movement),"Armed Assault,Bombing/Explosion","Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,3,3
200304100003,4/10/03,Middle East & North Africa,West Bank and Gaza Strip,Bekaot,"Al-Aqsa Martyrs Brigade,Popular Front for the Liberation of Palestine (PFLP),Tanzim",Armed Assault,Firearms,Military,4,9
200304090002,4/9/03,Middle East & North Africa,West Bank and Gaza Strip,Jaba,Avengers of the Infants (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,20
200304060001,4/6/03,Middle East & North Africa,West Bank and Gaza Strip,Maghazi,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
200304030003,4/3/03,Middle East & North Africa,West Bank and Gaza Strip,Morag,Palestinian Islamic Jihad (PIJ),Armed Assault,Firearms,Military,3,1
200304020002,4/2/03,Middle East & North Africa,West Bank and Gaza Strip,Rafah,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
200303300001,3/30/03,Middle East & North Africa,Israel,Netanya,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,1,26
200303270003,3/27/03,Middle East & North Africa,Israel,Sderot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200303230003,3/23/03,Middle East & North Africa,Israel,Katzir,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,0
200303190002,3/19/03,Middle East & North Africa,West Bank and Gaza Strip,Jenin,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,0
200303170003,3/17/03,Middle East & North Africa,Israel,Sderot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200303090001,3/9/03,Middle East & North Africa,Israel,Sderot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200303070004,3/7/03,Middle East & North Africa,West Bank and Gaza Strip,Nahal Negohot,Hamas (Islamic Resistance Movement),"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Private Citizens & Property,2,0
200303070003,3/7/03,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,Hamas (Islamic Resistance Movement),"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Private Citizens & Property,4,8
200303060003,3/6/03,Middle East & North Africa,Israel,Sderot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200303050008,3/5/03,Middle East & North Africa,Israel,Maccabim,Unknown,Armed Assault,Incendiary,"Police,Private Citizens & Property",0,0
200303050002,3/5/03,Middle East & North Africa,Israel,Haifa,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property,Transportation",15,55
200303040005,3/4/03,Middle East & North Africa,West Bank and Gaza Strip,Kfar Darom,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200303030001,3/3/03,Middle East & North Africa,Israel,Sderot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200302230002,2/23/03,Middle East & North Africa,Israel,Sderot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200302190001,2/19/03,Middle East & North Africa,Israel,Sderot,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4
200302150001,2/15/03,Middle East & North Africa,West Bank and Gaza Strip,Dugit,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,4,0
200302100002,2/10/03,Middle East & North Africa,West Bank and Gaza Strip,Ramallah,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
200302090001,2/9/03,Middle East & North Africa,West Bank and Gaza Strip,Al-Qarrarah,Palestinian Islamic Jihad (PIJ),"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Military,3,4
200302060001,2/6/03,Middle East & North Africa,West Bank and Gaza Strip,Nablus,"Al-Aqsa Martyrs Brigade,Popular Front for the Liberation of Palestine (PFLP)",Armed Assault,Firearms,Military,4,Unknown
200301230004,1/23/03,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,3,0
200301170002,1/17/03,Middle East & North Africa,West Bank and Gaza Strip,Dugit,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
200301170001,1/17/03,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,3,3
200301120007,1/12/03,Middle East & North Africa,West Bank and Gaza Strip,Nablus,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,1
200301120006,1/12/03,Middle East & North Africa,West Bank and Gaza Strip,Netzarim,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,0
200301110003,1/11/03,Middle East & North Africa,West Bank and Gaza Strip,Gaza,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,1,0
200301050001,1/5/03,Middle East & North Africa,Israel,Tel Aviv,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,24,103
200301020005,1/2/03,Middle East & North Africa,West Bank and Gaza Strip,Rafah,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,2
200212280001,12/28/02,Middle East & North Africa,West Bank and Gaza Strip,Otniel,Unknown,Armed Assault,Firearms,Private Citizens & Property,6,9
200212080001,12/8/02,Middle East & North Africa,Israel,Zarit,Ramzi Nahra Martyr Organization,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,2
200211280004,11/28/02,Sub-Saharan Africa,Kenya,Mombasa,Al-Qaida (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Airports and Aircraft,0,0
200211280003,11/28/02,Sub-Saharan Africa,Kenya,Mombasa,Al-Qaida (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Private Citizens & Property,Private Citizens & Property",16,0
200211280002,11/28/02,Middle East & North Africa,Israel,Beit Shean,Al-Aqsa Martyrs Brigade,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Private Citizens & Property,8,30
200211270001,11/27/02,Middle East & North Africa,Israel,Erez,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,0
200211220001,11/22/02,Middle East & North Africa,Israel,Erez,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,4
200211210004,11/21/02,Middle East & North Africa,Israel,Jerusalem,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,12,47
200211180002,11/18/02,Middle East & North Africa,West Bank and Gaza Strip,Rimonim,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,1
200211170002,11/17/02,Middle East & North Africa,Israel,Tel Aviv,Unknown,Hijacking,Melee,"Airports and Aircraft,Private Citizens & Property",0,0
200211150001,11/15/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinian Islamic Jihad (PIJ),Armed Assault,Firearms,Private Citizens & Property,12,15
200211100001,11/10/02,Middle East & North Africa,Israel,Metzer,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,5,7
200211090004,11/9/02,Middle East & North Africa,West Bank and Gaza Strip,Netzarim,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,1
200211050001,11/5/02,Middle East & North Africa,West Bank and Gaza Strip,Rafiah Yam,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,3,2
200211040006,11/4/02,Middle East & North Africa,Israel,Kefar Sava,Jerusalem Groups Hebrew (Qvutzot Yerushalayim),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,40
200211040001,11/4/02,Middle East & North Africa,Israel,Ashkelon,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0
200210290001,10/29/02,Middle East & North Africa,West Bank and Gaza Strip,Hermesh,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,4,2
200210280001,10/28/02,Middle East & North Africa,Jordan,Amman,Tawhid and Jihad,Armed Assault,Firearms,Government (Diplomatic),1,0
200210270001,10/27/02,Middle East & North Africa,West Bank and Gaza Strip,Ariel,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,4,0
200210220001,10/22/02,Middle East & North Africa,Israel,Pardes Hanna,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,16,50
200210150002,10/15/02,Middle East & North Africa,Israel,Beit Shean,Popular Front for the Liberation of Palestine (PFLP) (suspected),Unknown,Unknown,"Transportation,Private Citizens & Property",0,4
200210110002,10/11/02,Middle East & North Africa,Israel,Tel Aviv,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
200210100001,10/10/02,Middle East & North Africa,Israel,Tel Aviv,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,12
200210080005,10/8/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Palestinians,Armed Assault,Firearms,Private Citizens & Property,0,4
200209190001,9/19/02,Middle East & North Africa,Israel,Tel Aviv,"Hamas (Islamic Resistance Movement) (suspected),Palestinian Islamic Jihad (PIJ) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,6,50
200209180001,9/18/02,Middle East & North Africa,Israel,Umm al-Fahm,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,2,3
200209170001,9/17/02,Middle East & North Africa,West Bank and Gaza Strip,Yatta,Extremists (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,"Educational Institution,Private Citizens & Property",0,5
200209020001,2/9/02,Middle East & North Africa,West Bank and Gaza Strip,Nablus,Palestinians,Armed Assault,Firearms,Private Citizens & Property,1,1
200208310002,8/31/02,Middle East & North Africa,West Bank and Gaza Strip,Har Bracha,Popular Front for the Liberation of Palestine (PFLP) (suspected),Armed Assault,Firearms,Private Citizens & Property,1,2
200208230002,8/23/02,Middle East & North Africa,West Bank and Gaza Strip,Tulkarem,Al-Aqsa Martyrs Brigade,"Hostage Taking (Kidnapping),Armed Assault",Firearms,Private Citizens & Property,1,0
200208110001,8/11/02,Middle East & North Africa,West Bank and Gaza Strip,Dugit,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,"Private Citizens & Property,Military",1,1
200208050004,8/5/02,Middle East & North Africa,Israel,Hadera,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,1,1
200208040012,8/4/02,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,2,10
200208040004,8/4/02,Middle East & North Africa,Israel,Haifa,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,10,40
200208040003,8/4/02,Middle East & North Africa,Israel,Jerusalem,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,4,0
200208020006,2/8/02,Middle East & North Africa,Israel,Jerusalem,Palestinians,Armed Assault,Melee,Private Citizens & Property,2,0
200208010009,8/1/02,Middle East & North Africa,Israel,Jerusalem,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,"Educational Institution,Private Citizens & Property",8,80
200207310001,7/31/02,Middle East & North Africa,Israel,Jerusalem,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,7,80
200207300003,7/30/02,Middle East & North Africa,Israel,Jerusalem,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,1,5
200207260002,7/26/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,3
200207260001,7/26/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,3,1
200207250001,7/25/02,Middle East & North Africa,West Bank and Gaza Strip,Alei Zahav,Unknown,Armed Assault,Firearms,Religious Figures/Institutions,1,1
200207210001,7/21/02,Middle East & North Africa,Israel,Rehovot,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,1
200207170001,7/17/02,Middle East & North Africa,Israel,Tel Aviv,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,5,40
200207160001,7/16/02,Middle East & North Africa,West Bank and Gaza Strip,Emanuel,"Al-Aqsa Martyrs Brigade,Democratic Front for the Liberation of Palestine (DFLP),Hamas (Islamic Resistance Movement)","Bombing/Explosion,Armed Assault,Armed Assault","Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms",Private Citizens & Property,7,16
200207080003,7/8/02,Middle East & North Africa,West Bank and Gaza Strip,Nablus,Al-Aqsa Martyrs Brigade (suspected),Armed Assault,Firearms,Private Citizens & Property,Unknown,Unknown
200206300001,6/30/02,Middle East & North Africa,Israel,Lod,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,3
200206200002,6/20/02,Middle East & North Africa,West Bank and Gaza Strip,Itamar,Popular Front for the Liberation of Palestine (PFLP),Armed Assault,Firearms,Private Citizens & Property,7,0
200206170004,6/17/02,Middle East & North Africa,Israel,Ayash Salem,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,0
200206170001,6/17/02,Middle East & North Africa,Israel,Jerusalem,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,19,48
200206150003,6/15/02,Middle East & North Africa,West Bank and Gaza Strip,Dugit,Hamas (Islamic Resistance Movement),"Armed Assault,Bombing/Explosion","Firearms,Explosives/Bombs/Dynamite",Military,3,3
200206110002,6/11/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3
200206110001,6/11/02,Middle East & North Africa,Israel,Herzliya Pituah,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,2,15
200206090001,6/9/02,Middle East & North Africa,West Bank and Gaza Strip,Yitzhar,Democratic Front for the Liberation of Palestine (DFLP),Armed Assault,Firearms,Military,1,4
200206080002,6/8/02,Middle East & North Africa,West Bank and Gaza Strip,Rafah,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,3,0
200206080001,6/8/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,3,4
200206060007,6/6/02,Middle East & North Africa,West Bank and Gaza Strip,Sinjil,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,1,0
200206050002,6/5/02,Middle East & North Africa,Israel,Megiddo,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,17,40
200205280001,5/28/02,Middle East & North Africa,West Bank and Gaza Strip,Itamar,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,3,2
200205270001,5/27/02,Middle East & North Africa,Israel,Petah Tiqwa,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,50
200205250002,5/25/02,Middle East & North Africa,West Bank and Gaza Strip,Jenin,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
200205240001,5/24/02,Middle East & North Africa,Israel,Tel Aviv,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,1,2
200205230001,5/23/02,Middle East & North Africa,Israel,Tel Aviv,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
200205220001,5/22/02,Middle East & North Africa,Israel,Rishon le Zion,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,4,40
200205200005,5/20/02,Middle East & North Africa,Israel,Ti'anik,"Hamas (Islamic Resistance Movement),Popular Front for the Liberation of Palestine (PFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,1,0
200205200004,5/20/02,Middle East & North Africa,Israel,Netanya,"Hamas (Islamic Resistance Movement),Popular Front for the Liberation of Palestine (PFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,4,50
200205190005,5/19/02,Middle East & North Africa,Israel,Netanya,"Hamas (Islamic Resistance Movement),Popular Front for the Liberation of Palestine (PFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,20,20
200205190001,5/19/02,Middle East & North Africa,West Bank and Gaza Strip,Netzarim,Democratic Front for the Liberation of Palestine (DFLP),Armed Assault,Firearms,Military,0,0
200205100004,5/10/02,Middle East & North Africa,Israel,Beersheba,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,17
200205080001,5/8/02,Middle East & North Africa,Lebanon,Tripoli,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Private Citizens & Property",0,1
200205070008,5/7/02,Middle East & North Africa,Israel,Rishon le Zion,Hamas (Islamic Resistance Movement) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,15,58
200205030002,5/3/02,Middle East & North Africa,West Bank and Gaza Strip,Nablus,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Military,1,1
200204270001,4/27/02,Middle East & North Africa,West Bank and Gaza Strip,Adora,Unknown,Armed Assault,Firearms,Private Citizens & Property,4,6
200204240001,4/24/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,Unknown,"Hostage Taking (Kidnapping),Armed Assault",Firearms,Police,3,0
200204220005,4/22/02,Middle East & North Africa,West Bank and Gaza Strip,Ramallah,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,2
